y,x,group_id,region_id
4.848612,-0.19236097,3,0
5.131297,0.30154735,3,0
5.265081,-0.03471177,3,0
5.406086,-1.168678,3,0
4.1502275,1.1428229,3,0
4.779683,0.75193304,3,0
3.5389366,0.79103196,3,0
5.965269,-0.90938747,3,0
3.567447,1.4027944,3,0
6.361163,-1.401851,3,0
4.1505003,0.5868571,3,0
2.3848958,2.1904557,3,0
4.9428096,-0.99053633,3,0
5.4513083,-0.5662977,3,0
5.0401845,0.09965137,3,0
4.926342,-0.50347567,3,0
5.968068,-1.5506635,4,1
4.1737413,0.06856298,4,1
5.4214196,-1.0623037,4,1
4.2378373,0.47359243,4,1
5.0716915,-0.91942424,4,1
4.4387813,1.5499344,4,1
4.913222,-0.7832533,4,1
4.9676485,-0.3220615,4,1
5.21124,0.8135172,4,1
5.233082,-1.2308643,4,1
5.359124,0.22745994,4,1
3.9468324,1.3071427,4,1
5.9362817,-1.6074833,4,1
5.6791024,0.18463387,4,1
3.6925554,0.2598828,4,1
4.3222566,0.78182286,4,1
5.812485,-1.2369508,4,1
5.4556527,-1.3204566,4,1
5.0096807,0.52194154,4,1
4.611623,0.29698467,4,1
3.7731814,0.25049284,5,1
3.619274,0.3464482,5,1
4.6316,-0.68002474,5,1
3.8633265,0.2322537,5,1
3.8841445,0.29307246,5,1
3.8534946,-0.7143514,5,1
2.9343767,1.8657745,5,1
3.4373245,0.47383294,5,1
4.4195642,-1.1913035,5,1
3.3807023,0.6565536,5,1
4.2932377,-0.9746817,5,1
4.5843115,0.7870846,5,1
3.8552823,1.1585956,5,1
3.9327393,-0.82068235,5,1
4.087005,0.9633761,5,1
3.4704185,0.41278094,5,1
2.5156028,0.82206017,5,1
2.6635423,1.896793,5,1
2.9638608,-0.24538812,5,1
3.8971286,-0.75373614,5,1
4.9708986,-0.88951445,6,1
5.765382,-0.81581026,6,1
4.744586,-0.07710171,6,1
4.275645,0.34115198,6,1
4.8300943,0.2766908,6,1
3.0519507,0.82718325,6,1
4.656721,0.013001892,6,1
4.2495427,1.4535341,6,1
3.9296875,-0.26465684,6,1
3.8426437,2.720169,6,1
4.421165,0.62566733,6,1
4.7388883,-0.8571575,6,1
5.363045,-1.0708925,6,1
5.4543414,0.48247242,6,1
4.740617,-0.22346279,6,1
4.334648,0.7140005,6,1
4.0936403,0.47323763,6,1
4.1541986,-0.07282891,6,1
5.3568454,-0.8467937,6,1
4.826579,-1.5148473,6,1
4.907596,-0.44651496,7,1
4.4533105,0.8563988,7,1
5.020204,0.21409374,7,1
5.1488585,-1.2457387,7,1
5.3051257,0.17318092,7,1
4.502094,0.3853174,7,1
4.797186,-0.8838574,7,1
4.299657,0.1537251,7,1
4.5800643,0.05820872,7,1
5.1565056,-1.1429703,7,1
5.139393,0.35778737,7,1
4.271822,0.5607845,7,1
5.095686,1.0830512,7,1
5.342736,1.053802,7,1
5.2069383,-1.3776693,7,1
5.8779635,-0.937825,7,1
4.3523192,0.5150353,7,1
4.1170588,0.51378596,7,1
3.8498518,0.51504767,7,1
5.0269613,3.8527315,7,1
5.517795,0.5708905,8,2
4.590778,1.1355656,8,2
4.942487,0.9540018,8,2
4.5463166,0.65139127,8,2
7.3112087,-0.31526923,8,2
5.06469,0.75896925,8,2
6.6065555,-0.77282524,8,2
6.3717422,-0.23681861,8,2
6.5011506,-0.48536354,8,2
5.7979503,0.08187414,8,2
3.0288572,2.3146586,8,2
7.896311,-1.8672652,8,2
6.0147495,0.68626016,8,2
8.075417,-1.6127158,8,2
7.0436325,-0.47193187,8,2
4.4101853,1.0889506,8,2
5.2090297,0.06428002,8,2
6.797862,-1.0777447,8,2
6.5214486,-0.7153037,8,2
5.6275826,0.67959774,8,2
5.5247736,-0.73036665,9,2
6.0217595,0.21645859,9,2
5.3790436,0.04557184,9,2
6.06489,-0.65160036,9,2
2.48308,2.143944,9,2
3.938378,0.633919,9,2
8.306006,-2.0251427,9,2
5.328946,0.18645431,9,2
5.6453347,-0.66178644,9,2
3.861166,0.8524333,9,2
6.276243,-0.79252076,9,2
6.4811745,-0.11473644,9,2
4.78771,0.5049873,9,2
3.7414596,0.8657552,9,2
6.8010473,-1.2002964,9,2
5.768874,-0.33450124,9,2
4.7220373,-0.4749453,9,2
6.253217,-0.65332925,9,2
3.3189905,1.7654543,9,2
5.383274,0.4049817,9,2
7.3573256,-1.2608839,10,2
5.3080745,0.91786194,10,2
3.677281,2.1221561,10,2
4.1027365,1.0324652,10,2
7.919798,-1.51937,10,2
5.8607216,-0.48423406,10,2
4.481319,1.2669111,10,2
5.9921637,-0.70766944,10,2
5.2111144,0.44381943,10,2
4.783582,0.77463406,10,2
5.8872747,-0.9269305,10,2
5.228626,-0.059525356,10,2
7.9508386,-3.2412674,10,2
5.9779015,-1.0243876,10,2
5.2951984,-0.25256816,10,2
6.475912,-1.2477832,10,2
4.0636826,1.6324114,10,2
7.3159814,-1.4301413,10,2
4.47139,-0.4400445,10,2
5.9003935,0.13074058,10,2
3.8998156,1.4412733,11,2
6.1563725,-1.4358622,11,2
3.483986,1.1631638,11,2
5.038954,0.010233061,11,2
5.870856,-0.9815087,11,2
4.2206893,0.4621035,11,2
4.412359,0.1990597,11,2
6.9317408,-0.60021687,11,2
5.611429,0.06980208,11,2
6.398861,-0.3853136,11,2
5.4449215,0.113517344,11,2
3.7727993,0.66213065,11,2
2.817491,1.5860168,11,2
7.168178,-1.2378155,11,2
1.7241002,2.1330333,11,2
8.252242,-1.9520878,11,2
5.325047,-0.15178509,11,2
4.250388,0.5883172,11,2
5.211603,0.28099188,11,2
6.30834,-0.6226995,11,2
3.0711844,-0.20812225,12,3
3.9751923,-0.49300092,12,3
2.9036582,-0.58936477,12,3
3.0254982,0.8496021,12,3
3.2628307,0.3570155,12,3
3.3417056,-0.6929096,12,3
2.8553486,0.89959985,12,3
2.3658292,0.30729952,12,3
3.198097,0.8128621,12,3
2.736163,0.62962884,12,3
3.3038385,-0.828995,12,3
3.953957,-0.560181,12,3
2.417023,0.7472936,12,3
2.1341088,0.6103703,12,3
2.3788087,-0.020901594,12,3
3.3903246,0.117327385,12,3
1.8611495,1.2776649,12,3
4.3227015,-0.5915714,12,3
1.8293266,0.5470974,12,3
4.0969014,-0.20219265,12,3
3.7086034,-0.2176812,13,3
2.7641923,1.0987768,13,3
2.7042449,0.8254163,13,3
3.1834226,0.81350964,13,3
2.6696048,1.3054788,13,3
4.011413,0.021003842,13,3
3.1199694,0.68195295,13,3
3.733844,-0.31026676,13,3
3.0959039,0.32416636,13,3
3.5220544,-0.13014306,13,3
3.568029,0.096995965,13,3
2.2598932,0.595157,13,3
3.2896318,-0.8182207,13,3
2.587508,2.0923872,13,3
4.161931,-1.0060173,13,3
4.1095157,-1.2141886,13,3
2.7861352,1.1581109,13,3
3.1707647,0.7916627,13,3
2.8277051,0.6241198,13,3
2.705895,0.6283455,13,3
4.282259,-0.012246773,14,3
3.773863,-0.89725435,14,3
4.3806314,0.07580456,14,3
3.3921826,-0.6771617,14,3
4.611097,0.9751197,14,3
4.4326253,-0.14705738,14,3
4.384682,-0.8254972,14,3
4.703177,-0.32138583,14,3
4.9792576,0.41293144,14,3
4.74057,-0.5637246,14,3
3.3359387,-0.8222204,14,3
3.5217848,0.24368721,14,3
3.84905,0.24496657,14,3
4.24138,-0.50694317,14,3
4.483971,-0.4710383,14,3
3.7997363,0.23204994,14,3
4.405424,-1.4480844,14,3
3.9307365,-1.4074638,14,3
3.9413872,-0.7184442,14,3
3.4989007,-0.21344715,14,3
2.6163266,0.31090757,15,3
2.124682,1.4753562,15,3
2.459748,0.85765964,15,3
3.7169387,-0.15993853,15,3
2.681845,-0.019016208,15,3
4.707048,-1.0025294,15,3
3.4030833,-0.018513136,15,3
3.3132021,-0.28865865,15,3
2.6459503,0.32271856,15,3
3.6992488,-0.82723093,15,3
2.7404656,0.51934654,15,3
2.8478582,1.5327389,15,3
4.4579673,-0.10876015,15,3
3.00828,0.40171173,15,3
3.5622303,0.690144,15,3
2.8960128,-0.40122047,15,3
3.0811317,0.22409248,15,3
4.0344143,0.0125924,15,3
2.81526,0.0976761,15,3
4.2424006,-0.7730098,15,3
5.92735,0.024510175,16,4
4.83171,0.4979983,16,4
4.5020857,1.4511436,16,4
5.1505713,0.95927083,16,4
3.8139598,2.1531825,16,4
5.55855,-0.7673476,16,4
4.3852963,0.87232065,16,4
5.2952294,0.18334201,16,4
3.43022,2.189803,16,4
6.693828,-0.8082983,16,4
6.5029063,-0.83972186,16,4
5.512631,-0.59939265,16,4
7.853186,-2.1238956,16,4
6.413974,-0.52575505,16,4
6.615567,-0.7591327,16,4
5.991426,0.15039378,16,4
5.681871,0.341756,16,4
4.0020757,1.8761709,16,4
4.637816,0.95042384,16,4
5.3279495,-0.57690364,16,4
7.362304,-0.8984147,17,4
5.922473,0.49191916,17,4
7.686454,-1.3202332,17,4
3.8999379,1.8314588,17,4
4.620976,1.1794401,17,4
7.2638097,-0.46917567,17,4
7.9064174,-1.7131345,17,4
5.335534,1.3538724,17,4
6.412435,-0.11453985,17,4
5.1205873,1.2378163,17,4
8.281878,-1.5944277,17,4
6.603654,-0.599375,17,4
6.3318486,0.0052436995,17,4
6.012759,0.046980593,17,4
6.5017195,-0.45006546,17,4
5.538901,0.62284994,17,4
7.4202867,-1.0676204,17,4
6.1855106,-0.14237948,17,4
6.801701,0.12029563,17,4
5.3498015,0.5144388,17,4
5.1466236,0.7116149,18,4
6.2945747,-1.1246421,18,4
7.5221066,-1.5341141,18,4
4.945484,1.2776768,18,4
6.0192204,0.332314,18,4
5.5106044,-0.7484865,18,4
4.7909374,1.551152,18,4
6.0984635,0.11567464,18,4
4.956625,1.1792972,18,4
6.219809,0.06751848,18,4
4.0451035,2.0607479,18,4
5.220377,1.7553408,18,4
7.05616,-0.24896415,18,4
4.878228,0.97157097,18,4
5.0632787,0.64537597,18,4
5.5107756,1.3686316,18,4
7.19338,-0.96492344,18,4
4.996371,0.6860515,18,4
4.7892766,1.0584245,18,4
6.8136177,-1.7587395,18,4
6.247149,-1.1832585,19,4
7.554567,-2.0392323,19,4
5.248778,-0.26940683,19,4
4.1049547,0.71754223,19,4
3.4679823,1.502357,19,4
5.4287257,0.07409478,19,4
4.0991306,1.6286155,19,4
6.671897,-1.3801014,19,4
8.076609,-1.7033825,19,4
5.3703957,-0.0555477,19,4
4.8905325,0.38406545,19,4
5.7855783,-0.03269475,19,4
7.4886036,-2.0674422,19,4
5.7115235,-0.08912004,19,4
7.157591,-1.3044695,19,4
4.7962894,0.66967255,19,4
5.082184,0.36659825,19,4
7.83582,-0.9398798,19,4
5.744565,-0.5138669,19,4
6.4952617,-1.0592135,19,4
